tag,tick,sim_t,side,card,base,kind,pro_tx,pro_ty,threat,d_threat,threat_ra,n_enemy_troops,bb_detected,bb_case,n_cands,pc_pro_p1_pull_band,pc_lock_p1_pull_band,pc_rank_p1_pull_band,pc_ntie_p1_pull_band,pc_pro_p1_close_penalty,pc_lock_p1_close_penalty,pc_rank_p1_close_penalty,pc_ntie_p1_close_penalty,pc_pro_p2_cover,pc_lock_p2_cover,pc_rank_p2_cover,pc_ntie_p2_cover,pc_pro_p3_intercept,pc_lock_p3_intercept,pc_rank_p3_intercept,pc_ntie_p3_intercept,pc_pro_p4_spell_frac,pc_lock_p4_spell_frac,pc_rank_p4_spell_frac,pc_ntie_p4_spell_frac,pc_pro_p4_nado,pc_lock_p4_nado,pc_rank_p4_nado,pc_ntie_p4_nado,pc_pro_p4_king_activation,pc_lock_p4_king_activation,pc_rank_p4_king_activation,pc_ntie_p4_king_activation,pc_pro_p5_timing,pc_lock_p5_timing,pc_rank_p5_timing,pc_ntie_p5_timing,pc_pro_p6_siege,pc_lock_p6_siege,pc_rank_p6_siege,pc_ntie_p6_siege,pc_pro_p7_fragility,pc_lock_p7_fragility,pc_rank_p7_fragility,pc_ntie_p7_fragility,pc_pro_sum,pc_lock_sum,pc_rank_sum,pc_ntie_sum,pc_best_cand,ra_pro_p1_pull_band,ra_lock_p1_pull_band,ra_rank_p1_pull_band,ra_ntie_p1_pull_band,ra_pro_p1_close_penalty,ra_lock_p1_close_penalty,ra_rank_p1_close_penalty,ra_ntie_p1_close_penalty,ra_pro_p2_cover,ra_lock_p2_cover,ra_rank_p2_cover,ra_ntie_p2_cover,ra_pro_p3_intercept,ra_lock_p3_intercept,ra_rank_p3_intercept,ra_ntie_p3_intercept,ra_pro_p4_spell_frac,ra_lock_p4_spell_frac,ra_rank_p4_spell_frac,ra_ntie_p4_spell_frac,ra_pro_p4_nado,ra_lock_p4_nado,ra_rank_p4_nado,ra_ntie_p4_nado,ra_pro_p4_king_activation,ra_lock_p4_king_activation,ra_rank_p4_king_activation,ra_ntie_p4_king_activation,ra_pro_p5_timing,ra_lock_p5_timing,ra_rank_p5_timing,ra_ntie_p5_timing,ra_pro_p6_siege,ra_lock_p6_siege,ra_rank_p6_siege,ra_ntie_p6_siege,ra_pro_p7_fragility,ra_lock_p7_fragility,ra_rank_p7_fragility,ra_ntie_p7_fragility,ra_pro_sum,ra_lock_sum,ra_rank_sum,ra_ntie_sum,ra_best_cand
000YLY0JCPGL,1531,76.6,1,tesla,tesla,building,9.0,18.0,,0.0,,3,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.4663,0.5,26,1,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.4663,0.5,26,1,centre,0.0,0.0,1,26,0.0,0.0,1,26,0.4663,0.5,26,1,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.4663,0.5,26,1,centre
000YLY0JCPGL,1749,87.5,1,knight,knight,troop,8.5,22.5,goblinstein,10.61,goblinstein,4,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,1,26,0.5,0.0,5,6,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.0,0.5541,1,11,0.0,0.0,1,26,0.0,0.0,1,26,2.0,1.0541,1,4,centre,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,1,26,0.5,0.0,5,6,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.0,0.8023,1,12,0.0,0.0,1,26,0.0,0.0,1,26,2.0,1.3023,1,4,centre
000YLY0JCPGL,1831,91.6,1,ice-wizard,ice_wizard,troop,7.5,23.5,goblinstein,7.21,goblinstein,2,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.1887,0.3,9,18,0.0,0.0,3,24,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.2412,7,20,0.0,0.0,1,26,0.0,0.0,1,26,0.1887,0.5413,11,16,g3_18,0.0,0.0,1,26,0.0,0.0,1,26,0.1887,0.3,9,18,0.0,0.0,3,24,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.4894,8,19,0.0,0.0,1,26,0.0,0.0,1,26,0.1887,0.7894,11,16,g3_18
000YLY0JCPGL,1883,94.2,1,skeletons,skeletons,troop,2.5,27.5,goblinstein,10.43,goblinstein,2,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.3438,0.1887,1,8,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,2,25,0.0,0.0,1,26,0.0,0.0,1,26,0.3438,0.1887,2,8,g9_18,0.0,0.0,1,26,0.0,0.0,1,26,0.3438,0.1887,1,8,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,2,25,0.0,0.0,1,26,0.0,0.0,1,26,0.3438,0.1887,2,8,g9_18
000YLY0JCPGL,1916,95.8,1,the-log,the_log,spell,2.5,29.5,goblinstein,12.33,goblinstein,4,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,9,17,0.0,0.0,1,26,0.0,0.0,2,25,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,10,16,centre,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,9,17,0.0,0.0,1,26,0.0,0.0,2,25,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,10,16,centre
000YLY0JCPGL,2192,109.6,1,x-bow,x_bow,building,15.5,19.5,,0.0,,0,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,11,16,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.9616,1.0,9,0,0.0,0.0,1,26,1.4616,1.5,9,0,g9_18,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,11,16,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.9616,1.0,9,0,0.0,0.0,1,26,1.4616,1.5,9,0,g9_18
000YLY0JCPGL,2244,112.2,1,knight,knight,troop,13.5,17.5,,0.0,,0,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,9,17,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,9,17,centre,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,9,17,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,9,17,centre
000YLY0JCPGL,2323,116.2,0,skeletons,skeletons,troop,3.5,18.5,knight,11.07,knight,3,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,1,26,0.0,0.0,5,22,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,3,24,0.0,0.0,1,26,-0.0,-0.0,1,25,0.5,0.5,6,20,g15_26,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,1,26,0.0,0.0,5,22,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,3,24,0.0,0.0,1,26,-0.0,-0.0,1,25,0.5,0.5,6,20,g15_26
000YLY0JCPGL,2399,120.0,1,ice-wizard,ice_wizard,troop,14.5,17.5,,0.0,,7,1.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,9,17,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,9,17,centre,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,9,17,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,9,17,centre
000YLY0JCPGL,2622,131.1,1,skeletons,skeletons,troop,9.5,31.5,archers,15.41,archers,1,0.0,0.0,26,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,1,24,0.0,0.0,13,14,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,17,10,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,17,8,bow_modal_R,0.0,0.0,1,26,0.0,0.0,1,26,0.5,0.5,1,24,0.0,0.0,13,14,0.0,0.0,1,26,0.0,0.0,1,26,0.0,0.0,1,26,1.0,1.0,1,18,0.0,0.0,1,26,0.0,0.0,1,26,1.5,1.5,13,6,bow_modal_R
